             x=-,0.104, y=0.413, z,=0.960 m (x-r,i        Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
             x=-,0.104, y=0.413, z,=0.960 m (x-r,ight, y-fwd, z-up,)
,,,,,,,,
Body to Sensor R,otations:
,,,,,,,,,,,
             xRo,t=0.000, yRot=90.,000, zRot=180,.000 degrees (Rot,ate IMU into Vehi,cle Frame)
,,,,,,,

,,,,,,,,,,,,
        Latitude,        Longitude,        H-Ell,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
      (+/-D M S),       (+/-D M S),          (m),       (+/-D M S),       (+/-D M S),          (m),         (sec),          (deg),          (deg),          (deg),     (m/s),     (m/s),     (m/s)
  33 04 55.76362,  -97 33 29.03804,     3510.784,   33 04 55.76362,  -97 33 29.03804,     3510.784, 1271014215.00, -162.842667303,   0.3165534522,  -1.9868342870,     0.180,   -52.585,     0.670
  33 04 54.05836,  -97 33 29.02546,     3511.559,   33 04 54.05836,  -97 33 29.02546,     3511.559, 1271014216.00, -163.578087281,   0.4365308145,  -1.1951040170,     0.447,   -52.535,     0.845
  33 04 52.35546,  -97 33 29.00403,     3512.446,   33 04 52.35546,  -97 33 29.00403,     3512.446, 1271014217.00, -163.852837733,   0.5379500738,  -0.3138376323,     0.632,   -52.435,     0.914
  33 04 50.65620,  -97 33 28.97826,     3513.366,   33 04 50.65620,  -97 33 28.97826,     3513.366, 1271014218.00, -163.504307506,   0.6006316566,   0.1398418091,     0.689,   -52.315,     0.904
  33 04 48.96154,  -97 33 28.95260,     3514.235,   33 04 48.96154,  -97 33 28.95260,     3514.235, 1271014219.00, -163.135981587,   0.5565998501,   0.6919553996,     0.632,   -52.154,     0.816
  33 04 47.27208,  -97 33 28.93142,     3514.988,   33 04 47.27208,  -97 33 28.93142,     3514.988, 1271014220.00, -163.026592485,   0.4651099494,   1.3669856259,     0.450,   -51.998,     0.684
  33 04 45.58762,  -97 33 28.91778,     3515.594,   33 04 45.58762,  -97 33 28.91778,     3515.594, 1271014221.00, -162.753532259,   0.2542557512,   0.8631494592,     0.283,   -51.863,     0.516
  33 04 43.90611,  -97 33 28.90932,     3515.979,   33 04 43.90611,  -97 33 28.90932,     3515.979, 1271014222.00, -162.227505437,  -0.1429701586,   0.3288892336,     0.172,   -51.813,     0.238
  33 04 42.22534,  -97 33 28.90569,     3516.045,   33 04 42.22534,  -97 33 28.90569,     3516.045, 1271014223.00, -162.227728890,  -0.5190539258,   0.4421056939,     0.015,   -51.817,    -0.097
  33 04 40.54285,  -97 33 28.90611,     3515.771,   33 04 40.54285,  -97 33 28.90611,     3515.771, 1271014224.00, -162.064149440,  -0.8736231277,  -0.5528125991,    -0.011,   -51.925,    -0.451
  33 04 38.85559,  -97 33 28.90651,     3515.192,   33 04 38.85559,  -97 33 28.90651,     3515.192, 1271014225.00, -161.949391723,  -0.9871375261,  -0.5163381058,    -0.017,   -52.094,    -0.656
  33 04 37.16306,  -97 33 28.90774,     3514.504,   33 04 37.16306,  -97 33 28.90774,     3514.504, 1271014226.00, -162.214224275,  -1.0194408866,  -0.2613890757,    -0.056,   -52.246,    -0.700
  33 04 35.46538,  -97 33 28.91041,     3513.811,   33 04 35.46538,  -97 33 28.91041,     3513.811, 1271014227.00, -162.409259109,  -0.9845248385,   0.0120951391,    -0.091,   -52.408,    -0.682
  33 04 33.76309,  -97 33 28.91494,     3513.151,   33 04 33.76309,  -97 33 28.91494,     3513.151, 1271014228.00, -162.232948536,  -0.9248169067,  -0.1615053433,    -0.144,   -52.534,    -0.637
  33 04 32.05672,  -97 33 28.92101,     3512.540,   33 04 32.05672,  -97 33 28.92101,     3512.540, 1271014229.00, -161.971473517,  -0.9124639366,  -0.4678314989,    -0.168,   -52.655,    -0.590
  33 04 30.34682,  -97 33 28.92870,     3511.965,   33 04 30.34682,  -97 33 28.92870,     3511.965, 1271014230.00, -162.208907227,  -0.8351604709,  -0.1575633937,    -0.235,   -52.755,    -0.557
  33 04 28.63410,  -97 33 28.93803,     3511.460,   33 04 28.63410,  -97 33 28.93803,     3511.460, 1271014231.00, -162.330895671,  -0.6772189251,  -0.3255718079,    -0.244,   -52.826,    -0.444
  33 04 26.91930,  -97 33 28.94736,     3511.083,   33 04 26.91930,  -97 33 28.94736,     3511.083, 1271014232.00, -162.297904761,  -0.5635097211,  -0.3745310515,    -0.239,   -52.881,    -0.313
  33 04 25.20337,  -97 33 28.95653,     3510.803,   33 04 25.20337,  -97 33 28.95653,     3510.803, 1271014233.00, -162.336596601,  -0.5540215400,  -0.4637577690,    -0.235,   -52.906,    -0.260
  33 04 23.48651,  -97 33 28.96483,     3510.539,   33 04 23.48651,  -97 33 28.96483,     3510.539, 1271014234.00, -162.298162592,  -0.6461588830,  -1.1512842048,    -0.171,   -52.943,    -0.273
  33 04 21.76767,  -97 33 28.96881,     3510.210,   33 04 21.76767,  -97 33 28.96881,     3510.210, 1271014235.00, -162.348044298,  -0.7850667709,  -1.6009300233,    -0.022,   -53.030,    -0.384
  33 04 20.04615,  -97 33 28.96725,     3509.776,   33 04 20.04615,  -97 33 28.96725,     3509.776, 1271014236.00, -162.989573682,  -0.8414114405,  -0.3145022633,     0.066,   -53.095,    -0.481
  33 04 18.32278,  -97 33 28.96452,     3509.286,   33 04 18.32278,  -97 33 28.96452,     3509.286, 1271014237.00, -163.197952702,  -0.8628973578,   0.4481160211,     0.052,   -53.139,    -0.499
  33 04 16.59858,  -97 33 28.96474,     3508.800,   33 04 16.59858,  -97 33 28.96474,     3508.800, 1271014238.00, -162.709786931,  -0.7432007448,   0.2630563829,    -0.066,   -53.153,    -0.448
  33 04 14.87467,  -97 33 28.96989,     3508.457,   33 04 14.87467,  -97 33 28.96989,     3508.457, 1271014239.00, -162.554710175,  -0.4958262168,   0.3537269540,    -0.203,   -53.113,    -0.242
  33 04 13.15230,  -97 33 28.97987,     3508.310,   33 04 13.15230,  -97 33 28.97987,     3508.310, 1271014240.00, -162.580458898,  -0.3155221282,   0.2190303059,    -0.309,   -53.060,    -0.058
  33 04 11.43197,  -97 33 28.99243,     3508.325,   33 04 11.43197,  -97 33 28.99243,     3508.325, 1271014241.00, -162.458310026,  -0.2444352546,  -0.4913227685,    -0.327,   -53.000,     0.076
  33 04 09.71320,  -97 33 29.00387,     3508.445,   33 04 09.71320,  -97 33 29.00387,     3508.445, 1271014242.00, -162.415865312,  -0.2019848115,  -0.9517745710,    -0.250,   -52.960,     0.161
  33 04 07.99549,  -97 33 29.01180,     3508.626,   33 04 07.99549,  -97 33 29.01180,     3508.626, 1271014243.00, -162.581318335,  -0.2646606647,  -1.1438815901,    -0.157,   -52.939,     0.181
  33 04 06.27822,  -97 33 29.01516,     3508.746,   33 04 06.27822,  -97 33 29.01516,     3508.746, 1271014244.00, -162.897705629,  -0.4953105547,  -0.8716693416,    -0.036,   -52.935,     0.044
  33 04 04.56039,  -97 33 29.01470,     3508.711,   33 04 04.56039,  -97 33 29.01470,     3508.711, 1271014245.00, -163.197631846,  -0.6966937606,  -1.0989960764,     0.067,   -52.973,    -0.103
  33 04 02.84031,  -97 33 29.00875,     3508.530,   33 04 02.84031,  -97 33 29.00875,     3508.530, 1271014246.00, -163.093307691,  -0.9040414570,  -1.1258907153,     0.232,   -53.074,    -0.261
  33 04 01.11716,  -97 33 28.99881,     3508.227,   33 04 01.11716,  -97 33 28.99881,     3508.227, 1271014247.00, -163.228949719,  -0.9847139146,  -0.2847428354,     0.271,   -53.152,    -0.350
  33 03 59.39132,  -97 33 28.98875,     3507.857,   33 03 59.39132,  -97 33 28.98875,     3507.857, 1271014248.00, -163.065903119,  -1.0100615675,  -0.3258926643,     0.257,   -53.243,    -0.390
  33 03 57.66264,  -97 33 28.97890,     3507.468,   33 03 57.66264,  -97 33 28.97890,     3507.468, 1271014249.00, -162.724128065,  -0.9347806428,  -0.2256250501,     0.249,   -53.324,    -0.367
  33 03 55.93163,  -97 33 28.97083,     3507.150,   33 03 55.93163,  -97 33 28.97083,     3507.150, 1271014250.00, -162.715505050,  -0.8356646738,   0.1376932173,     0.171,   -53.384,    -0.267
  33 03 54.19890,  -97 33 28.96575,     3506.911,   33 03 54.19890,  -97 33 28.96575,     3506.911, 1271014251.00, -162.604735120,  -0.9419827222,  -0.0487300605,     0.100,   -53.442,    -0.239
  33 03 52.46399,  -97 33 28.96255,     3506.625,   33 03 52.46399,  -97 33 28.96255,     3506.625, 1271014252.00, -162.450993355,  -0.8676414483,  -0.8399332093,     0.092,   -53.517,    -0.297
  33 03 50.72613,  -97 33 28.95723,     3506.383,   33 03 50.72613,  -97 33 28.95723,     3506.383, 1271014253.00, -162.495878868,  -0.6718102035,  -0.8580902419,     0.181,   -53.613,    -0.180
  33 03 48.98596,  -97 33 28.94904,     3506.263,   33 03 48.98596,  -97 33 28.94904,     3506.263, 1271014254.00, -162.725084905,  -0.5657213382,  -0.2387744315,     0.227,   -53.657,    -0.058
  33 03 47.24491,  -97 33 28.94032,     3506.271,   33 03 47.24491,  -97 33 28.94032,     3506.271, 1271014255.00, -162.687034777,  -0.3496532241,   0.2732607612,     0.206,   -53.661,     0.073
  33 03 45.50525,  -97 33 28.93498,     3506.419,   33 03 45.50525,  -97 33 28.93498,     3506.419, 1271014256.00, -162.769895934,  -0.1469636745,   0.9166579877,     0.057,   -53.576,     0.206
  33 03 43.76864,  -97 33 28.93508,     3506.684,   33 03 43.76864,  -97 33 28.93508,     3506.684, 1271014257.00, -162.457416211,  -0.0284416250,   0.4909560755,    -0.049,   -53.477,     0.322
  33 03 42.03550,  -97 33 28.93914,     3507.012,   33 03 42.03550,  -97 33 28.93914,     3507.012, 1271014258.00, -162.041626469,  -0.0310886900,  -0.2203137314,    -0.143,   -53.374,     0.329
  33 03 40.30571,  -97 33 28.94522,     3507.323,   33 03 40.30571,  -97 33 28.94522,     3507.323, 1271014259.00, -162.227757538,   0.0080443274,  -0.8314706227,    -0.153,   -53.273,     0.295
  33 03 38.57829,  -97 33 28.94899,     3507.632,   33 03 38.57829,  -97 33 28.94899,     3507.632, 1271014260.00, -162.800801277,   0.0942802052,  -0.7524998498,    -0.043,   -53.218,     0.318
  33 03 36.85298,  -97 33 28.94815,     3507.974,   33 03 36.85298,  -97 33 28.94815,     3507.974, 1271014261.00, -163.115802014,   0.2951878561,  -0.3548098442,     0.075,   -53.139,     0.383
  33 03 35.13099,  -97 33 28.94416,     3508.435,   33 03 35.13099,  -97 33 28.94416,     3508.435, 1271014262.00, -163.021584834,   0.4698597695,  -0.2302201717,     0.125,   -53.007,     0.538
  33 03 33.41364,  -97 33 28.93852,     3509.041,   33 03 33.41364,  -97 33 28.93852,     3509.041, 1271014263.00, -162.919157169,   0.4646630423,  -0.3299721238,     0.163,   -52.866,     0.642
  33 03 31.70093,  -97 33 28.93134,     3509.704,   33 03 31.70093,  -97 33 28.93134,     3509.704, 1271014264.00, -162.992077508,   0.4117332012,  -0.3451497758,     0.211,   -52.723,     0.676
  33 03 29.99220,  -97 33 28.92207,     3510.375,   33 03 29.99220,  -97 33 28.92207,     3510.375, 1271014265.00, -163.122780640,   0.3043723695,  -0.3503178551,     0.270,   -52.623,     0.660
  33 03 28.28650,  -97 33 28.91040,     3511.021,   33 03 28.28650,  -97 33 28.91040,     3511.021, 1271014266.00, -163.173246762,   0.1880390188,  -0.2776438884,     0.331,   -52.537,     0.631
  33 03 26.58325,  -97 33 28.89759,     3511.638,   33 03 26.58325,  -97 33 28.89759,     3511.638, 1271014267.00, -163.225351544,   0.0864593313,   0.7055230402,     0.299,   -52.459,     0.599
  33 03 24.88291,  -97 33 28.88878,     3512.239,   33 03 24.88291,  -97 33 28.88878,     3512.239, 1271014268.00, -163.130527029,   0.1532031848,   1.0085260406,     0.154,   -52.364,     0.628
  33 03 23.18591,  -97 33 28.88599,     3512.919,   33 03 23.18591,  -97 33 28.88599,     3512.919, 1271014269.00, -162.765220598,   0.2091124065,   1.1118360606,    -0.010,   -52.248,     0.734
  33 03 21.49237,  -97 33 28.89001,     3513.643,   33 03 21.49237,  -97 33 28.89001,     3513.643, 1271014270.00, -162.317551484,  -0.0942458277,   0.3632724308,    -0.169,   -52.173,     0.675
  33 03 19.80008,  -97 33 28.89816,     3514.171,   33 03 19.80008,  -97 33 28.89816,     3514.171, 1271014271.00, -162.068555485,  -0.5194435371,  -0.2880889090,    -0.237,   -52.174,     0.362
  33 03 18.10615,  -97 33 28.90813,     3514.389,   33 03 18.10615,  -97 33 28.90813,     3514.389, 1271014272.00, -162.148718011,  -0.6126637703,  -0.2979380535,    -0.286,   -52.258,     0.113
  33 03 16.40919,  -97 33 28.91854,     3514.476,   33 03 16.40919,  -97 33 28.91854,     3514.476, 1271014273.00, -162.192864409,  -0.6042756682,  -1.2471686918,    -0.226,   -52.369,     0.086
  33 03 14.70760,  -97 33 28.92405,     3514.544,   33 03 14.70760,  -97 33 28.92405,     3514.544, 1271014274.00, -162.240482931,  -0.6521806695,  -1.6103780973,    -0.055,   -52.534,     0.062
  33 03 13.00066,  -97 33 28.92290,     3514.579,   33 03 13.00066,  -97 33 28.92290,     3514.579, 1271014275.00, -162.593447851,  -0.7284585407,  -1.4637581975,     0.115,   -52.701,    -0.002
  33 03 11.28805,  -97 33 28.91470,     3514.548,   33 03 11.28805,  -97 33 28.91470,     3514.548, 1271014276.00, -162.776725591,  -0.7312545748,  -1.0732244348,     0.295,   -52.871,    -0.038
  33 03 09.57055,  -97 33 28.90194,     3514.497,   33 03 09.57055,  -97 33 28.90194,     3514.497, 1271014277.00, -162.936174015,  -0.6283513548,  -0.5397949979,     0.341,   -53.002,    -0.034
  33 03 07.84922,  -97 33 28.88702,     3514.519,   33 03 07.84922,  -97 33 28.88702,     3514.519, 1271014278.00, -162.957247403,  -0.5467220577,  -0.8000324285,     0.439,   -53.115,     0.069
  33 03 06.12440,  -97 33 28.86919,     3514.640,   33 03 06.12440,  -97 33 28.86919,     3514.640, 1271014279.00, -162.992965592,  -0.4172278664,  -0.0589229797,     0.459,   -53.203,     0.147
  33 03 04.39783,  -97 33 28.85180,     3514.868,   33 03 04.39783,  -97 33 28.85180,     3514.868, 1271014280.00, -162.999399908,  -0.2716392907,  -0.1298035885,     0.452,   -53.238,     0.302
  33 03 02.67022,  -97 33 28.83491,     3515.235,   33 03 02.67022,  -97 33 28.83491,     3515.235, 1271014281.00, -162.985471304,  -0.1115606123,   0.9892001741,     0.385,   -53.246,     0.434
  33 03 00.94364,  -97 33 28.82387,     3515.721,   33 03 00.94364,  -97 33 28.82387,     3515.721, 1271014282.00, -162.915484509,  -0.1719962005,   1.3594168535,     0.189,   -53.197,     0.492
  33 02 59.21853,  -97 33 28.82066,     3516.166,   33 02 59.21853,  -97 33 28.82066,     3516.166, 1271014283.00, -162.299944491,  -0.3627682280,   1.3053181784,    -0.025,   -53.151,     0.370
  33 02 57.49475,  -97 33 28.82712,     3516.458,   33 02 57.49475,  -97 33 28.82712,     3516.458, 1271014284.00, -161.868833857,  -0.4206140470,   1.5012468261,    -0.314,   -53.116,     0.232
  33 02 55.77241,  -97 33 28.84500,     3516.661,   33 02 55.77241,  -97 33 28.84500,     3516.661, 1271014285.00, -161.707460294,  -0.4645484507,   1.3077131420,    -0.607,   -53.066,     0.184
  33 02 54.05082,  -97 33 28.87229,     3516.782,   33 02 54.05082,  -97 33 28.87229,     3516.782, 1271014286.00, -161.337329559,  -0.9445323844,   0.2646090985,    -0.780,   -53.086,     0.017
  33 02 52.32709,  -97 33 28.90468,     3516.568,   33 02 52.32709,  -97 33 28.90468,     3516.568, 1271014287.00, -161.133305017,  -1.4231641377,  -0.1784935419,    -0.900,   -53.196,    -0.422
  33 02 50.59862,  -97 33 28.94027,     3516.025,   33 02 50.59862,  -97 33 28.94027,     3516.025, 1271014288.00, -161.213662348,  -1.5983689019,  -1.3276520733,    -0.905,   -53.379,    -0.635
  33 02 48.86277,  -97 33 28.97288,     3515.299,   33 02 48.86277,  -97 33 28.97288,     3515.299, 1271014289.00, -161.248463805,  -1.8256956367,  -2.4034433590,    -0.764,   -53.645,    -0.832
  33 02 47.11744,  -97 33 28.99718,     3514.396,   33 02 47.11744,  -97 33 28.99718,     3514.396, 1271014290.00, -161.734171587,  -1.9194028841,  -2.4887739634,    -0.494,   -53.959,    -0.944
  33 02 45.36208,  -97 33 29.01244,     3513.420,   33 02 45.36208,  -97 33 29.01244,     3513.420, 1271014291.00, -162.725239603,  -1.9472257146,  -0.3208964723,    -0.370,   -54.235,    -1.004
  33 02 43.59896,  -97 33 29.02644,     3512.435,   33 02 43.59896,  -97 33 29.02644,     3512.435, 1271014292.00, -162.820849070,  -1.8773707003,   0.2349814509,    -0.373,   -54.452,    -0.961
  33 02 41.82991,  -97 33 29.04333,     3511.522,   33 02 41.82991,  -97 33 29.04333,     3511.522, 1271014293.00, -162.107740069,  -1.7602638565,   0.3471608576,    -0.522,   -54.588,    -0.847
  33 02 40.05723,  -97 33 29.06719,     3510.751,   33 02 40.05723,  -97 33 29.06719,     3510.751, 1271014294.00, -161.764303437,  -1.6342933557,  -0.5010745102,    -0.686,   -54.693,    -0.700
  33 02 38.28109,  -97 33 29.09394,     3510.113,   33 02 38.28109,  -97 33 29.09394,     3510.113, 1271014295.00, -161.821272631,  -1.4800703060,  -1.4930076930,    -0.673,   -54.810,    -0.569
  33 02 36.50099,  -97 33 29.11691,     3509.632,   33 02 36.50099,  -97 33 29.11691,     3509.632, 1271014296.00, -162.293641955,  -1.2648902764,  -1.8257472029,    -0.508,   -54.923,    -0.369
  33 02 34.71706,  -97 33 29.13138,     3509.340,   33 02 34.71706,  -97 33 29.13138,     3509.340, 1271014297.00, -162.639307393,  -1.2196380698,  -1.8613794482,    -0.245,   -55.048,    -0.244
  33 02 32.92991,  -97 33 29.13676,     3509.130,   33 02 32.92991,  -97 33 29.13676,     3509.130, 1271014298.00, -162.921552133,  -1.1810894693,  -1.3254175379,    -0.044,   -55.124,    -0.187
  33 02 31.14074,  -97 33 29.13592,     3508.994,   33 02 31.14074,  -97 33 29.13592,     3508.994, 1271014299.00, -163.096166750,  -1.0394141953,  -0.6475683592,     0.073,   -55.161,    -0.078
  33 02 29.35122,  -97 33 29.13228,     3508.951,   33 02 29.35122,  -97 33 29.13228,     3508.951, 1271014300.00, -163.061382482,  -0.9306037804,  -0.9708483360,     0.132,   -55.164,    -0.010
  33 02 27.56187,  -97 33 29.12535,     3508.986,   33 02 27.56187,  -97 33 29.12535,     3508.986, 1271014301.00, -162.985711946,  -0.7814284889,  -0.7505174158,     0.216,   -55.139,     0.091
  33 02 25.77367,  -97 33 29.11588,     3509.130,   33 02 25.77367,  -97 33 29.11588,     3509.130, 1271014302.00, -163.040922160,  -0.6548964894,  -0.6175396412,     0.271,   -55.092,     0.192
  33 02 23.98752,  -97 33 29.10457,     3509.358,   33 02 23.98752,  -97 33 29.10457,     3509.358, 1271014303.00, -163.147343340,  -0.5937561631,  -0.3380966653,     0.302,   -55.018,     0.241
  33 02 22.20387,  -97 33 29.09195,     3509.590,   33 02 22.20387,  -97 33 29.09195,     3509.590, 1271014304.00, -162.994168803,  -0.5674917778,  -0.6898812924,     0.357,   -54.938,     0.241
  33 02 20.42243,  -97 33 29.07702,     3509.808,   33 02 20.42243,  -97 33 29.07702,     3509.808, 1271014305.00, -162.924078876,  -0.6369342625,  -0.8849046667,     0.426,   -54.891,     0.204
  33 02 18.64253,  -97 33 29.05942,     3509.970,   33 02 18.64253,  -97 33 29.05942,     3509.970, 1271014306.00, -163.133615272,  -0.6601447828,  -0.0465241730,     0.462,   -54.831,     0.113
  33 02 16.86463,  -97 33 29.04235,     3510.045,   33 02 16.86463,  -97 33 29.04235,     3510.045, 1271014307.00, -163.126184009,  -0.7154523988,  -0.2393359302,     0.445,   -54.780,     0.030
  33 02 15.08834,  -97 33 29.02584,     3510.004,   33 02 15.08834,  -97 33 29.02584,     3510.004, 1271014308.00, -162.956771848,  -0.7749426066,   0.3872621737,     0.382,   -54.721,    -0.104
  33 02 13.31432,  -97 33 29.01391,     3509.868,   33 02 13.31432,  -97 33 29.01391,     3509.868, 1271014309.00, -163.040532548,  -0.7935293575,   0.8033670429,     0.237,   -54.643,    -0.161
  33 02 11.54238,  -97 33 29.00733,     3509.664,   33 02 11.54238,  -97 33 29.00733,     3509.664, 1271014310.00, -162.589356932,  -0.9392096065,   0.0386058962,     0.124,   -54.604,    -0.248
  33 02 09.77146,  -97 33 29.00449,     3509.367,   33 02 09.77146,  -97 33 29.00449,     3509.367, 1271014311.00, -162.341134427,  -0.9119196267,   0.0035637975,     0.025,   -54.569,    -0.324
  33 02 08.00124,  -97 33 29.00475,     3509.037,   33 02 08.00124,  -97 33 29.00475,     3509.037, 1271014312.00, -162.376210903,  -0.9942593915,  -0.7797325338,    -0.006,   -54.573,    -0.341
  33 02 06.22998,  -97 33 29.00323,     3508.646,   33 02 06.22998,  -97 33 29.00323,     3508.646, 1271014313.00, -162.335662680,  -1.1003826343,  -1.1733087024,     0.091,   -54.631,    -0.434
  33 02 04.45678,  -97 33 28.99820,     3508.195,   33 02 04.45678,  -97 33 28.99820,     3508.195, 1271014314.00, -162.707821686,  -1.0933581717,  -0.4163684297,     0.149,   -54.675,    -0.460
