  31 09 03.55512,  -97 24 43.89896,      181.503,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
  31 01 24.63999,  -97 43 22.23882,     2766.107,   31 01 24.63999,  -97 43 22.23882,     2766.107, 1266449805.00,   0.0490108098,  -0.0128399842,   0.0012146705,    -0.195,    70.433,    -0.505
  31 01 26.92828,  -97 43 22.24248,     2765.638,   31 01 26.92828,  -97 43 22.24248,     2765.638, 1266449806.00,   0.0476930069,  -0.0045893919,  -0.0231474949,     0.002,    70.570,    -0.377
  31 01 29.22018,  -97 43 22.24266,     2765.306,   31 01 29.22018,  -97 43 22.24266,     2765.306, 1266449807.00,   0.0532678862,  -0.0151776520,   0.0048357638,    -0.063,    70.641,    -0.279
  31 01 31.51286,  -97 43 22.25011,     2765.186,   31 01 31.51286,  -97 43 22.25011,     2765.186, 1266449808.00,   0.0518813283,  -0.0170798719,  -0.0113273756,    -0.257,    70.647,     0.016
  31 01 33.80621,  -97 43 22.25873,     2765.254,   31 01 33.80621,  -97 43 22.25873,     2765.254, 1266449809.00,   0.0543450469,  -0.0072708344,  -0.0084740458,    -0.205,    70.661,     0.142
  31 01 36.09974,  -97 43 22.26654,     2765.468,   31 01 36.09974,  -97 43 22.26654,     2765.468, 1266449810.00,   0.0534053961,  -0.0096142318,  -0.0111382995,    -0.218,    70.655,     0.304
  31 01 38.39274,  -97 43 22.27351,     2765.805,   31 01 38.39274,  -97 43 22.27351,     2765.805, 1266449811.00,   0.0541215933,  -0.0092303501,  -0.0253190050,    -0.115,    70.647,     0.391
  31 01 40.68612,  -97 43 22.27460,     2766.227,   31 01 40.68612,  -97 43 22.27460,     2766.227, 1266449812.00,   0.0489535140,  -0.0097689304,  -0.0062738879,     0.037,    70.664,     0.335
  31 01 42.97955,  -97 43 22.27023,     2766.550,   31 01 42.97955,  -97 43 22.27023,     2766.550, 1266449813.00,   0.0566483372,  -0.0057811442,  -0.0240413091,     0.228,    70.666,     0.400
  31 01 45.27363,  -97 43 22.25672,     2766.993,   31 01 45.27363,  -97 43 22.25672,     2766.993, 1266449814.00,   0.0473148547,  -0.0085542599,  -0.0154526717,     0.486,    70.689,     0.501
  31 01 47.56772,  -97 43 22.23616,     2767.500,   31 01 47.56772,  -97 43 22.23616,     2767.500, 1266449815.00,   0.0533767482,  -0.0026585242,  -0.0169881986,     0.554,    70.660,     0.522
  31 01 49.86009,  -97 43 22.21563,     2767.997,   31 01 49.86009,  -97 43 22.21563,     2767.997, 1266449816.00,   0.0539153285,  -0.0108919277,  -0.0157448802,     0.484,    70.590,     0.601
  31 01 52.15006,  -97 43 22.20116,     2768.578,   31 01 52.15006,  -97 43 22.20116,     2768.578, 1266449817.00,   0.0553248047,  -0.0112586207,  -0.0130405194,     0.290,    70.521,     0.538
  31 01 54.43833,  -97 43 22.19012,     2769.141,   31 01 54.43833,  -97 43 22.19012,     2769.141, 1266449818.00,   0.0515719311,  -0.0046925243,  -0.0277426164,     0.292,    70.483,     0.487
  31 01 56.72479,  -97 43 22.18290,     2769.614,   31 01 56.72479,  -97 43 22.18290,     2769.614, 1266449819.00,   0.0533251820,  -0.0069213302,  -0.0054832061,     0.041,    70.398,     0.470
  31 01 59.00871,  -97 43 22.18831,     2770.081,   31 01 59.00871,  -97 43 22.18831,     2770.081, 1266449820.00,   0.0536517679,  -0.0063884794,  -0.0187872861,    -0.366,    70.338,     0.344
  31 02 01.29147,  -97 43 22.20991,     2770.179,   31 02 01.29147,  -97 43 22.20991,     2770.179, 1266449821.00,   0.0540700271,  -0.0098949811,  -0.0060676231,    -0.751,    70.334,    -0.129
  31 02 03.57436,  -97 43 22.24571,     2769.989,   31 02 03.57436,  -97 43 22.24571,     2769.989, 1266449822.00,   0.0575822584,   0.0016443889,  -0.0208843116,    -1.117,    70.357,    -0.366
  31 02 05.85891,  -97 43 22.29321,     2769.553,   31 02 05.85891,  -97 43 22.29321,     2769.553, 1266449823.00,   0.0598282530,  -0.0014553128,  -0.0105309643,    -1.373,    70.433,    -0.570
  31 02 08.14666,  -97 43 22.34469,     2768.842,   31 02 08.14666,  -97 43 22.34469,     2768.842, 1266449824.00,   0.0622346757,  -0.0090756515,  -0.0247632359,    -1.245,    70.559,    -0.784
  31 02 10.43944,  -97 43 22.38502,     2767.958,   31 02 10.43944,  -97 43 22.38502,     2767.958, 1266449825.00,   0.0622690532,  -0.0132467842,  -0.0145588576,    -0.906,    70.726,    -0.931
  31 02 12.73767,  -97 43 22.41385,     2766.962,   31 02 12.73767,  -97 43 22.41385,     2766.962, 1266449826.00,   0.0587052557,  -0.0091214881,  -0.0161745986,    -0.658,    70.890,    -1.008
  31 02 15.04080,  -97 43 22.43687,     2765.850,   31 02 15.04080,  -97 43 22.43687,     2765.850, 1266449827.00,   0.0611116784,  -0.0079240063,  -0.0171715451,    -0.563,    71.039,    -1.059
  31 02 17.34881,  -97 43 22.45498,     2764.784,   31 02 17.34881,  -97 43 22.45498,     2764.784, 1266449828.00,   0.0568374133,  -0.0082219444,  -0.0005500395,    -0.399,    71.184,    -1.033
  31 02 19.66111,  -97 43 22.46457,     2763.717,   31 02 19.66111,  -97 43 22.46457,     2763.717, 1266449829.00,   0.0591865402,  -0.0072593753,  -0.0032486707,    -0.122,    71.308,    -0.909
  31 02 21.97738,  -97 43 22.46364,     2762.926,   31 02 21.97738,  -97 43 22.46364,     2762.926, 1266449830.00,   0.0582755373,  -0.0087318768,  -0.0096027726,     0.207,    71.422,    -0.667
  31 02 24.29625,  -97 43 22.45132,     2762.379,   31 02 24.29625,  -97 43 22.45132,     2762.379, 1266449831.00,   0.0578744669,  -0.0104679389,  -0.0079354655,     0.403,    71.450,    -0.325
  31 02 26.61511,  -97 43 22.43496,     2762.207,   31 02 26.61511,  -97 43 22.43496,     2762.207, 1266449832.00,   0.0562529963,  -0.0095970431,  -0.0114648855,     0.478,    71.439,    -0.039
  31 02 28.93263,  -97 43 22.42008,     2762.311,   31 02 28.93263,  -97 43 22.42008,     2762.311, 1266449833.00,   0.0621773799,  -0.0075974204,  -0.0106111784,     0.305,    71.361,     0.172
  31 02 31.24684,  -97 43 22.41125,     2762.623,   31 02 31.24684,  -97 43 22.41125,     2762.623, 1266449834.00,   0.0661422479,   0.0018621128,  -0.0192571115,     0.160,    71.239,     0.415
  31 02 33.55674,  -97 43 22.40708,     2763.110,   31 02 33.55674,  -97 43 22.40708,     2763.110, 1266449835.00,   0.0636097744,  -0.0060733526,  -0.0069728964,     0.080,    71.095,     0.591
  31 02 35.86184,  -97 43 22.40399,     2763.850,   31 02 35.86184,  -97 43 22.40399,     2763.850, 1266449836.00,   0.0636155040,  -0.0067609020,  -0.0254908923,     0.139,    70.946,     0.751
  31 02 38.16158,  -97 43 22.39486,     2764.675,   31 02 38.16158,  -97 43 22.39486,     2764.675, 1266449837.00,   0.0650822759,  -0.0050935948,  -0.0278973150,     0.338,    70.760,     0.962
  31 02 40.45527,  -97 43 22.37926,     2765.696,   31 02 40.45527,  -97 43 22.37926,     2765.696, 1266449838.00,   0.0650192506,  -0.0083193472,  -0.0168048521,     0.563,    70.585,     1.099
  31 02 42.74280,  -97 43 22.35339,     2766.939,   31 02 42.74280,  -97 43 22.35339,     2766.939, 1266449839.00,   0.0632774589,  -0.0092704571,  -0.0030939721,     0.810,    70.374,     1.383
  31 02 45.02334,  -97 43 22.31919,     2768.337,   31 02 45.02334,  -97 43 22.31919,     2768.337, 1266449840.00,   0.0590948670,  -0.0053915329,   0.0024293411,     0.958,    70.152,     1.371
  31 02 47.29641,  -97 43 22.28284,     2769.688,   31 02 47.29641,  -97 43 22.28284,     2769.688, 1266449841.00,   0.0609856277,  -0.0051508906,  -0.0196352636,     0.984,    69.924,     1.237
  31 02 49.56250,  -97 43 22.24619,     2770.847,   31 02 49.56250,  -97 43 22.24619,     2770.847, 1266449842.00,   0.0638103096,   0.0019480565,  -0.0391559357,     0.943,    69.733,     1.001
  31 02 51.82283,  -97 43 22.21466,     2771.627,   31 02 51.82283,  -97 43 22.21466,     2771.627, 1266449843.00,   0.0692648679,  -0.0063025357,  -0.0237949372,     0.683,    69.554,     0.639
  31 02 54.07780,  -97 43 22.19695,     2772.133,   31 02 54.07780,  -97 43 22.19695,     2772.133, 1266449844.00,   0.0642171097,  -0.0091558656,  -0.0083594542,     0.218,    69.406,     0.312
  31 02 56.32885,  -97 43 22.19762,     2772.226,   31 02 56.32885,  -97 43 22.19762,     2772.226, 1266449845.00,   0.0670990874,  -0.0079583838,  -0.0151891111,    -0.229,    69.325,    -0.122
  31 02 58.57851,  -97 43 22.21348,     2771.834,   31 02 58.57851,  -97 43 22.21348,     2771.834, 1266449846.00,   0.0682793804,  -0.0092074318,  -0.0105252347,    -0.611,    69.312,    -0.559
  31 03 00.82814,  -97 43 22.24282,     2771.222,   31 03 00.82814,  -97 43 22.24282,     2771.222, 1266449847.00,   0.0779967447,  -0.0050649469,  -0.0175210494,    -0.952,    69.310,    -0.661
  31 03 03.07749,  -97 43 22.28306,     2770.611,   31 03 03.07749,  -97 43 22.28306,     2770.611, 1266449848.00,   0.0779050714,  -0.0022001579,  -0.0081589190,    -1.129,    69.309,    -0.562
  31 03 05.32752,  -97 43 22.32260,     2770.076,   31 03 05.32752,  -97 43 22.32260,     2770.076, 1266449849.00,   0.0723416512,  -0.0021886988,  -0.0127884180,    -0.942,    69.340,    -0.444
  31 03 07.57843,  -97 43 22.35479,     2769.615,   31 03 07.57843,  -97 43 22.35479,     2769.615, 1266449850.00,   0.0727083442,  -0.0049790032,  -0.0134645082,    -0.771,    69.364,    -0.522
  31 03 09.83001,  -97 43 22.38306,     2769.159,   31 03 09.83001,  -97 43 22.38306,     2769.159, 1266449851.00,   0.0796411335,  -0.0085485303,  -0.0020225410,    -0.742,    69.385,    -0.397
  31 03 12.08253,  -97 43 22.40724,     2768.696,   31 03 12.08253,  -97 43 22.40724,     2768.696, 1266449852.00,   0.0751777923,  -0.0061020005,  -0.0137968237,    -0.524,    69.422,    -0.422
  31 03 14.33574,  -97 43 22.42420,     2768.273,   31 03 14.33574,  -97 43 22.42420,     2768.273, 1266449853.00,   0.0782545757,  -0.0007391156,  -0.0152177590,    -0.398,    69.424,    -0.403
  31 03 16.58858,  -97 43 22.43622,     2768.039,   31 03 16.58858,  -97 43 22.43622,     2768.039, 1266449854.00,   0.0754757304,  -0.0070301921,  -0.0205462665,    -0.217,    69.410,    -0.160
  31 03 18.84041,  -97 43 22.44262,     2767.940,   31 03 18.84041,  -97 43 22.44262,     2767.940, 1266449855.00,   0.0798187504,   0.0006130648,  -0.0099007107,    -0.163,    69.353,     0.008
  31 03 21.08981,  -97 43 22.45029,     2767.908,   31 03 21.08981,  -97 43 22.45029,     2767.908, 1266449856.00,   0.0797270772,  -0.0019537861,  -0.0179335790,    -0.239,    69.262,    -0.123
  31 03 23.33630,  -97 43 22.46027,     2767.812,   31 03 23.33630,  -97 43 22.46027,     2767.812, 1266449857.00,   0.0783176010,  -0.0041825919,  -0.0137051505,    -0.265,    69.180,    -0.052
  31 03 25.58066,  -97 43 22.46974,     2767.834,   31 03 25.58066,  -97 43 22.46974,     2767.834, 1266449858.00,   0.0770169868,  -0.0029048960,  -0.0160485478,    -0.261,    69.113,     0.075
  31 03 27.82226,  -97 43 22.48190,     2767.991,   31 03 27.82226,  -97 43 22.48190,     2767.991, 1266449859.00,   0.0769826094,  -0.0064285865,  -0.0269175572,    -0.408,    69.010,     0.243
  31 03 30.05983,  -97 43 22.50200,     2768.289,   31 03 30.05983,  -97 43 22.50200,     2768.289, 1266449860.00,   0.0811365534,  -0.0059988681,  -0.0077062823,    -0.701,    68.863,     0.401
  31 03 32.29243,  -97 43 22.53276,     2768.767,   31 03 32.29243,  -97 43 22.53276,     2768.767, 1266449861.00,   0.0829929366,  -0.0061191893,  -0.0100955164,    -0.919,    68.711,     0.526
  31 03 34.52003,  -97 43 22.56898,     2769.379,   31 03 34.52003,  -97 43 22.56898,     2769.379, 1266449862.00,   0.0812454153,  -0.0029793805,  -0.0183060016,    -0.992,    68.560,     0.759
  31 03 36.74313,  -97 43 22.60539,     2770.209,   31 03 36.74313,  -97 43 22.60539,     2770.209, 1266449863.00,   0.0832736859,  -0.0077406598,  -0.0154698605,    -0.915,    68.421,     0.925
  31 03 38.96131,  -97 43 22.63855,     2771.226,   31 03 38.96131,  -97 43 22.63855,     2771.226, 1266449864.00,   0.0805120294,  -0.0106340967,  -0.0075286654,    -0.857,    68.265,     1.066
  31 03 41.17498,  -97 43 22.66950,     2772.295,   31 03 41.17498,  -97 43 22.66950,     2772.295, 1266449865.00,   0.0814516802,  -0.0108575502,  -0.0042513468,    -0.756,    68.146,     1.037
  31 03 43.38453,  -97 43 22.69473,     2773.356,   31 03 43.38453,  -97 43 22.69473,     2773.356, 1266449866.00,   0.0812740632,  -0.0043716680,  -0.0261899008,    -0.572,    68.008,     1.111
  31 03 45.58952,  -97 43 22.71365,     2774.523,   31 03 45.58952,  -97 43 22.71365,     2774.523, 1266449867.00,   0.0872729314,  -0.0039534088,  -0.0093678600,    -0.451,    67.856,     1.245
  31 03 47.78987,  -97 43 22.72622,     2775.665,   31 03 47.78987,  -97 43 22.72622,     2775.665, 1266449868.00,   0.0798187504,  -0.0091787839,   0.0017647100,    -0.181,    67.735,     1.058
  31 03 49.98756,  -97 43 22.72791,     2776.629,   31 03 49.98756,  -97 43 22.72791,     2776.629, 1266449869.00,   0.0818813985,  -0.0042398877,  -0.0323835746,     0.092,    67.689,     0.847
  31 03 52.18474,  -97 43 22.71983,     2777.175,   31 03 52.18474,  -97 43 22.71983,     2777.175, 1266449870.00,   0.0798473983,  -0.0100496797,  -0.0088063613,     0.275,    67.700,     0.309
  31 03 54.38234,  -97 43 22.71106,     2777.245,   31 03 54.38234,  -97 43 22.71106,     2777.245, 1266449871.00,   0.0849467227,  -0.0115450996,   0.0017131438,     0.246,    67.741,    -0.329
  31 03 56.58267,  -97 43 22.70155,     2776.907,   31 03 56.58267,  -97 43 22.70155,     2776.907, 1266449872.00,   0.0881438272,  -0.0088521979,  -0.0146333421,     0.248,    67.864,    -0.484
  31 03 58.78806,  -97 43 22.69210,     2776.309,   31 03 58.78806,  -97 43 22.69210,     2776.309, 1266449873.00,   0.0907679739,  -0.0103361586,  -0.0054660174,     0.287,    68.042,    -0.837
  31 04 00.99976,  -97 43 22.68055,     2775.588,   31 04 00.99976,  -97 43 22.68055,     2775.588, 1266449874.00,   0.0896220583,  -0.0094767219,  -0.0157849873,     0.370,    68.263,    -0.767
  31 04 03.21885,  -97 43 22.66423,     2774.595,   31 04 03.21885,  -97 43 22.66423,     2774.595, 1266449875.00,   0.0884016582,  -0.0015412565,  -0.0216348863,     0.467,    68.471,    -0.968
  31 04 05.44446,  -97 43 22.64624,     2773.497,   31 04 05.44446,  -97 43 22.64624,     2773.497, 1266449876.00,   0.0863504693,  -0.0027731157,  -0.0039877863,     0.478,    68.664,    -1.191
  31 04 07.67570,  -97 43 22.62910,     2772.476,   31 04 07.67570,  -97 43 22.62910,     2772.476, 1266449877.00,   0.0930941826,  -0.0083136176,  -0.0095683952,     0.429,    68.841,    -0.894
  31 04 09.91256,  -97 43 22.61510,     2771.671,   31 04 09.91256,  -97 43 22.61510,     2771.671, 1266449878.00,   0.0895361146,  -0.0029908397,  -0.0135160744,     0.330,    69.000,    -0.782
  31 04 12.15366,  -97 43 22.60513,     2770.850,   31 04 12.15366,  -97 43 22.60513,     2770.850, 1266449879.00,   0.0959933490,  -0.0028705186,  -0.0071906203,     0.160,    69.095,    -0.599
  31 04 14.39712,  -97 43 22.60610,     2770.286,   31 04 14.39712,  -97 43 22.60610,     2770.286, 1266449880.00,   0.0937015178,  -0.0064457752,  -0.0015183382,    -0.188,    69.150,    -0.591
  31 04 16.64193,  -97 43 22.61966,     2769.797,   31 04 16.64193,  -97 43 22.61966,     2769.797, 1266449881.00,   0.0952828813,  -0.0091845135,  -0.0065775555,    -0.518,    69.186,    -0.335
  31 04 18.88749,  -97 43 22.64652,     2769.661,   31 04 18.88749,  -97 43 22.64652,     2769.661, 1266449882.00,   0.0951167236,  -0.0141291392,   0.0016673072,    -0.845,    69.186,    -0.173
  31 04 21.13190,  -97 43 22.67985,     2769.672,   31 04 21.13190,  -97 43 22.67985,     2769.672, 1266449883.00,   0.1020552425,  -0.0187242607,  -0.0107544178,    -0.855,    69.126,     0.308
  31 04 23.37479,  -97 43 22.70837,     2769.973,   31 04 23.37479,  -97 43 22.70837,     2769.973, 1266449884.00,   0.0923092304,  -0.0221448188,  -0.0079182767,    -0.627,    69.074,     0.577
  31 04 25.61605,  -97 43 22.72819,     2770.716,   31 04 25.61605,  -97 43 22.72819,     2770.716, 1266449885.00,   0.0933921206,  -0.0069557076,  -0.0163865929,    -0.495,    69.030,     0.698
  31 04 27.85581,  -97 43 22.74670,     2771.458,   31 04 27.85581,  -97 43 22.74670,     2771.458, 1266449886.00,   0.0956209264,  -0.0078896288,  -0.0054373695,    -0.487,    68.999,     0.665
  31 04 30.09532,  -97 43 22.76275,     2772.018,   31 04 30.09532,  -97 43 22.76275,     2772.018, 1266449887.00,   0.0965892251,  -0.0157162323,  -0.0051394314,    -0.316,    69.006,     0.523
  31 04 32.33581,  -97 43 22.76794,     2772.433,   31 04 32.33581,  -97 43 22.76794,     2772.433, 1266449888.00,   0.0936843291,  -0.0061421076,  -0.0315241379,     0.035,    69.046,     0.368
  31 04 34.57730,  -97 43 22.76036,     2772.757,   31 04 34.57730,  -97 43 22.76036,     2772.757, 1266449889.00,   0.0962855575,  -0.0073567781,   0.0016959551,     0.399,    69.076,     0.384
  31 04 36.82086,  -97 43 22.73298,     2773.148,   31 04 36.82086,  -97 43 22.73298,     2773.148, 1266449890.00,   0.0874620074,  -0.0113101869,  -0.0175554268,     1.078,    69.189,     0.161
  31 04 39.06705,  -97 43 22.68609,     2772.953,   31 04 39.06705,  -97 43 22.68609,     2772.953, 1266449891.00,   0.0872614722,  -0.0144557252,  -0.0093048346,     1.267,    69.198,    -0.242
  31 04 41.31347,  -97 43 22.64669,     2772.741,   31 04 41.31347,  -97 43 22.64669,     2772.741, 1266449892.00,   0.0991446169,  -0.0186039396,   0.0009281916,     0.907,    69.255,    -0.722
  31 04 43.56286,  -97 43 22.60997,     2771.929,   31 04 43.56286,  -97 43 22.60997,     2771.929, 1266449893.00,   0.0936213037,  -0.0043487497,  -0.0210619285,     1.129,    69.375,    -0.928
  31 04 45.81751,  -97 43 22.56253,     2770.814,   31 04 45.81751,  -97 43 22.56253,     2770.814, 1266449894.00,   0.0906304640,  -0.0088292796,  -0.0186153988,     1.340,    69.545,    -1.151
  31 04 48.07662,  -97 43 22.51261,     2769.720,   31 04 48.07662,  -97 43 22.51261,     2769.720, 1266449895.00,   0.0915758444,  -0.0025840397,  -0.0386230850,     1.218,    69.644,    -1.078
  31 04 50.33759,  -97 43 22.47379,     2768.755,   31 04 50.33759,  -97 43 22.47379,     2768.755, 1266449896.00,   0.0942229094,  -0.0075172063,  -0.0316158111,     0.881,    69.701,    -0.846
  31 04 52.60070,  -97 43 22.44749,     2767.955,   31 04 52.60070,  -97 43 22.44749,     2767.955, 1266449897.00,   0.0878745370,  -0.0040164341,  -0.0128457138,     0.511,    69.755,    -0.758
  31 04 54.86475,  -97 43 22.43551,     2767.311,   31 04 54.86475,  -97 43 22.43551,     2767.311, 1266449898.00,   0.0982622619,   0.0035408792,  -0.0174293761,     0.172,    69.756,    -0.565
  31 04 57.12874,  -97 43 22.43027,     2766.711,   31 04 57.12874,  -97 43 22.43027,     2766.711, 1266449899.00,   0.0989670000,  -0.0040794595,  -0.0173949987,     0.165,    69.761,    -0.583
  31 04 59.39339,  -97 43 22.42171,     2766.256,   31 04 59.39339,  -97 43 22.42171,     2766.256, 1266449900.00,   0.0969215406,  -0.0029736510,  -0.0208270159,     0.243,    69.777,    -0.382
  31 05 01.65755,  -97 43 22.41543,     2765.983,   31 05 01.65755,  -97 43 22.41543,     2765.983, 1266449901.00,   0.0980961041,  -0.0072593753,  -0.0142093533,     0.164,    69.760,    -0.383
  31 05 03.92142,  -97 43 22.40715,     2765.584,   31 05 03.92142,  -97 43 22.40715,     2765.584, 1266449902.00,   0.0965032814,  -0.0049331666,  -0.0100668685,     0.325,    69.756,    -0.367
